item_id,description,item_class,retail_1,last_unit_cost,category
DAG54A,5 x 4 Areo Arched alum gates 4,Non-stock item,0.0,0.0,aluminum
DAG54AF,5 x 4 Areo. Arched gates w/fin,Non-stock item,0.0,0.0,aluminum
DAG55,5 x 5 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAG55A,5 x 5 Areo Arched alum gates 4,Non-stock item,0.0,0.0,aluminum
DAG55AF,5 x 5 Areo Arched gates w/fini,Non-stock item,0.0,0.0,aluminum
DAG56,5 x 6 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAG56A,5 x 6 Areo Arched alum gates 4,Non-stock item,0.0,0.0,aluminum
DAG56AF,5 x 6 Areo Arched gates w/fini,Non-stock item,0.0,0.0,aluminum
DAG57,5 x 8 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAG63,6 x 3 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAG63A,6 x 3 Areo Arched alum gates 4,Non-stock item,0.0,0.0,aluminum
DAG63AF,6 x 3 Areo Arched gates w/fini,Non-stock item,0.0,0.0,aluminum
DAG64,6 x 4 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAG64A,6 x 4 Areo Arched alum gates 4,Non-stock item,0.0,0.0,aluminum
DAG64AF,6 x 4 Areo Arched gates w/fini,Non-stock item,0.0,0.0,aluminum
DAG65,6 x 5 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAG65A,6 x 5 Areo Arched alum gates 4,Non-stock item,0.0,0.0,aluminum
DAG65AF,6 x 5 Areo Arched gates w/fini,Non-stock item,0.0,0.0,aluminum
DAG66,6 x 6 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAG66A,6 x 6 Areo Arched alum gates 4,Non-stock item,0.0,0.0,aluminum
DAG66AF,6 x 6 Areo. Arched gates w/fin,Non-stock item,0.0,0.0,aluminum
DAG67,6 x 8 Areo Alum gate 1 x 5/8 4,Non-stock item,0.0,0.0,gate
DAGG43,4 x 3 Areo sentry guard gate 1,Non-stock item,0.0,0.0,gate
DAGG44,4 x 4 Areo sentry guard gate 1,Non-stock item,0.0,0.0,gate
DAGG44A,4X4 areo sentry arched gate 4,Non-stock item,0.0,0.0,gate
DAGG45,4 x 5 Areo sentry guard gate 1,Non-stock item,0.0,0.0,gate
DAGG45A,4X5 areo sentry arched gate 4,Non-stock item,0.0,0.0,gate
DAGG46,4 x 6 Areo sentry guard gate 1,Non-stock item,0.0,0.0,gate
DAGG46A,4X6 areo sentry arched gate 4,Non-stock item,0.0,0.0,gate
DAGG543,54 x 3 Areo guard gate 1 x 5/8,Non-stock item,0.0,0.0,gate
DAGG544,54 x 4 Areo guard gate 1 x 5/8,Non-stock item,0.0,0.0,gate
DAGG545,54 x 5 Areo guard gate 1 x 5/8,Non-stock item,0.0,0.0,gate
DAGG546,54 x 6 Areo guard gate 1 x 5/8,Non-stock item,0.0,0.0,gate
DALT46,DALTON 4 x 6 SECTION,Non-stock item,174.18,95.8,section_panel
DALT56,DALTON 5 x 6 SECTION,Non-stock item,182.87,100.58,section_panel
DALT66,DALTON 6 x 6 SECTION,Non-stock item,196.85,108.27,section_panel
DALTG43,DALTON GATE 4 x 3 OPEN,Non-stock item,237.36,118.68,gate
DALTG44,DALTON GATE 4 x 4 OPEN,Non-stock item,253.76,126.88,gate
DALTG45,DALTON GATE 4 x 5 OPEN,Non-stock item,271.86,135.93,gate
DALTG53,DALTON GATE 5 x 3 OPEN,Non-stock item,254.14,127.07,gate
DALTG54,DALTON GATE 5 x 4 OPEN,Non-stock item,270.64,135.32,gate
DALTG55,DALTON GATE 5 x 5 OPEN,Non-stock item,312.14,156.07,gate
DALTG63,DALTON GATE 6 x 3 OPEN,Non-stock item,263.88,131.94,gate
DALTG64,DALTON GATE 6 x 4 OPEN,Non-stock item,293.42,146.71,gate
DALTG65,DALTON GATE 6 x 5 OPEN,Non-stock item,309.28,154.64,gate
DART46,DARTMOUTH 4 x 6 SECTION,Non-stock item,179.09,98.5,section_panel
DART56,DARTMOUTH 5 x 6 SECTION,Non-stock item,195.22,107.37,section_panel
DART66,DARTMOUTH 6 x 6 SECTION,Non-stock item,211.36,116.25,section_panel
DARTG43,DARTMOUTH GATE 4 x 3 OPEN,Non-stock item,234.12,117.06,gate
DARTG44,DARTMOUTH GATE 4 x 4 OPEN,Non-stock item,257.6,128.8,gate
DARTG45,DARTMOUTH GATE 4 x 5 OPEN,Non-stock item,274.6,137.3,gate
DARTG53,DARTMOUTH GATE 5 x 3 OPEN,Non-stock item,249.72,124.86,gate
DARTG54,DARTMOUTH GATE 5 x 4 OPEN,Non-stock item,277.14,138.57,gate
DARTG55,DARTMOUTH GATE 5 x 5 OPEN,Non-stock item,292.16,146.08,gate
DARTG63,DARTMOUTH GATE 6 x 3 OPEN,Non-stock item,265.4,132.7,gate
DARTG64,DARTMOUTH GATE 6 x 4 OPEN,Non-stock item,296.96,148.48,gate
DARTG65,DARTMOUTH GATE 6 x 5 OPEN,Non-stock item,318.34,159.17,gate
DASWF,Delgard Aero Wall Flange,Non-stock item,0.0,0.0,aluminum
DAWS4,DAWSON 4 x 8 SECTION,Non-stock item,496.56,185.78,section_panel
DAWS5,DAWSON 5 x 8 SECTION,Non-stock item,574.84,224.92,section_panel
DAWS6,DAWSON 6 x 8 SECTION,Non-stock item,663.42,269.21,section_panel
DAWSG43,DAWSON GATE 4 x 3 OPEN,Non-stock item,391.34,120.67,gate
DAWSG44,DAWSON GATE 4 x 4 OPEN,Non-stock item,434.28,142.14,gate
DAWSG45,DAWSON GATE 4 x 5 OPEN,Non-stock item,477.22,163.61,gate
DAWSG53,DAWSON GATE 5 x 3 OPEN,Non-stock item,437.26,143.63,gate
DAWSG54,DAWSON GATE 5 x 4 OPEN,Non-stock item,492.56,171.28,gate
DAWSG55,DAWSON GATE 5 x 5 OPEN,Non-stock item,547.86,198.93,gate
DAWSG63,DAWSON GATE 6 x 3 OPEN,Non-stock item,477.0,163.5,gate
DAWSG64,DAWSON GATE 6 x 4 OPEN,Non-stock item,542.6,196.3,gate
DAWSG65,DAWSON GATE 6 x 5 OPEN,Non-stock item,608.2,229.1,gate
DAYLILARC,DAY LILY ARCH TOP,Non-stock item,1094.55,602.0,other
DAYLILFLAT,DAY LILY ARBOR FLAT,Non-stock item,781.82,430.0,other
DBH400,4 in DOUBLE BEAM HANGER FOR OV,Non-stock item,176.02,96.81,other
DBSA,areo butterfly scroll alum,Non-stock item,0.0,0.0,aluminum
DBSC,comm butterfly scroll alum,Non-stock item,0.0,0.0,aluminum
DBSR,resi butterfly scroll alum,Non-stock item,0.0,0.0,aluminum
DBT200,2 x 2 ALUM BALL TOP,Non-stock item,24.54,8.59,aluminum
DBT250,2-1/2 x 2-1/2 ALUM BALL TOP,Non-stock item,28.43,9.95,aluminum
DBT400,4 x 4 ALUM BALL TOP,Non-stock item,55.31,19.36,aluminum
DCAWF,Jerith 1x1-1/2 adjustable wall,Non-stock item,0.0,0.0,aluminum
DCG43,4 x 3 comm alum gate 3/4 x 3/4,Non-stock item,339.69,186.83,gate
DCG43A,4 x 3 comm alum Arched gate 3/,Non-stock item,527.6,290.18,gate
DCG44,4 x 4 comm alum gate 3/4 x 3/4,Non-stock item,469.09,258.0,gate
DCG44A,4 x 4 comm alum Arched gate 3/,Non-stock item,556.51,306.08,gate
DCG45,4 x 5 comm alum gate 3/4 x 3/4,Non-stock item,419.18,230.55,gate
DCG45A,4 x 5 comm alum Arched gate 3/,Non-stock item,607.09,333.9,gate
DCG46,4 x 6 comm alum gate 3/4 x 3/4,Non-stock item,872.73,480.0,gate
DCG46A,4 x 6 comm alum Arched gate 3/,Non-stock item,692.38,380.81,gate
DCG47A,4 x 7 comm alum Arched gate 3/,Non-stock item,802.24,441.23,gate
DCG48,4 x 8 comm alum gate 3/4 x 3/4,Non-stock item,721.29,396.71,gate
DCG48A,4 x 8 comm alum Arched gate 3/,Non-stock item,909.2,500.06,gate
DCG53,5 x 3 comm alum gate 3/4 x 3/4,Non-stock item,490.91,270.0,gate
DCG53A,5 x 3 comm alum Arched gate 3/,Non-stock item,549.27,302.1,gate
DCG54,5 x 4 comm alum gate 3/4 x 3/4,Non-stock item,518.18,285.0,gate
DCG548,54 x 8 comm Guardian alum gate,Non-stock item,831.15,457.13,gate
DCG54A,5 x 4 comm alum Arched gate 3/,Non-stock item,585.27,321.9,gate
DCG55,5 x 5 comm alum gate 3/4 x 3/4,Non-stock item,448.09,246.45,gate
DCG55A,5 x 5 comm alum Arched gate 3/,Non-stock item,636.0,349.8,gate
DCG56,5 x 6 comm alum gate 3/4 x 3/4,Non-stock item,542.05,298.13,gate
DCG56A,5 x 6 comm alum Arched gate 3/,Non-stock item,729.96,401.48,gate
DCG57A,5 x 7 comm alum Arched gate 3/,Non-stock item,845.6,465.08,gate
DCG58,5 x 8 comm alum gate 3/4 x 3/4,Non-stock item,764.65,420.56,gate
DCG58A,5 x 8 comm alum Arched gate 3/,Non-stock item,952.56,523.91,gate
DCG63,6 x 3 comm alum gate 3/4 x 3/4,Non-stock item,375.82,206.7,gate
DCG63A,6 x 3 comm alum Arched gate 3/,Non-stock item,563.73,310.05,gate
DCG64,6 x 4 comm alum gate 3/4 x 3/4,Non-stock item,411.96,226.58,gate
DCG64A,6 x 4 comm alum Arched gate 3/,Non-stock item,599.87,329.93,gate
DCG65,6 x 5 comm alum gate 3/4 x 3/4,Non-stock item,462.55,254.4,gate
DCG65A,6 x 5 comm alum Arched gate 3/,Non-stock item,650.45,357.75,gate
DCG66,6 x 6 comm alum gate 3/4 x 3/4,Non-stock item,556.51,306.08,gate
DCG66A,6 x 6 comm alum Arched gate 3/,Non-stock item,620.33,341.18,gate
DCG67A,6 x 7 comm alum Arched gate 3/,Non-stock item,888.96,488.93,gate
DCG68,6 x 8 comm alum gate 3/4 x 3/4,Non-stock item,816.69,449.18,gate
DCG68A,6 x 8 comm alum Arched gate 3/,Non-stock item,1004.6,552.53,gate
DCGG543,54 x 3 comm Guardian alum gate,Non-stock item,490.91,270.0,gate
DCGG543A,54 x 3 comm Guardian alum Arch,Non-stock item,620.11,341.06,aluminum
DCGG544,54 x 4 comm Guardian alum gate,Non-stock item,469.78,258.38,gate
DCGG544A,54 x 4 comm Guardian alum Arch,Non-stock item,657.69,361.73,aluminum
DCGG545,54 x 5 comm Guardian alum gate,Non-stock item,518.93,285.41,gate
DCGG545A,54 x 5 comm Guardian alum Arch,Non-stock item,706.84,388.76,aluminum
DCGG546,54 x 6 comm Guardian alum gate,Non-stock item,614.33,337.88,gate
DCGG546A,54 x 6 comm Guardian alum Arch,Non-stock item,802.24,441.23,aluminum
DCGG547A,54 x 7 comm Guardian alum Arch,Non-stock item,909.2,500.06,aluminum
DCGG548A,54 x 8 comm Guardian alum Arch,Non-stock item,1019.05,560.48,aluminum
DCIRA,alum circle for areo 20 needed,Non-stock item,0.0,0.0,aluminum
DCIRC,alum circle for comm 20 needed,Non-stock item,0.0,0.0,aluminum
DCS,SCREW FOR DELRIN CLIP,Non-stock item,0.0,0.0,other
DCSWF,Jerith 1x1-1/2 stationary wall,Non-stock item,0.0,0.0,aluminum
DCW,8 in DOUBLE CARRIER WHEELS 12,Non-stock item,100.0,56.0,other
DCW6,6 in DOUBLE CARRIER WHEELS,Non-stock item,72.27,40.47,other
DDG410,4 x 10 D. DRIVE GATE GALV F/O,Non-stock item,247.66,35.38,gate
DDG410S,4 x 10 D. DRIVE GATE GALV STRU,Non-stock item,594.86,84.98,gate
DDG412,4 x 12 D. DRIVE GATE GALV F/O,Non-stock item,315.7,45.1,gate
DDG412S,4 x 12 D. DRIVE GATE GALV STRU,Non-stock item,703.22,100.46,gate
DDG48,4 x 8 D. DRIVE GATE GALV F/O,Non-stock item,224.98,32.14,gate
DDG48S,4 x 8 D. DRIVE GATE GALV STRUN,Non-stock item,531.86,75.98,gate
DDG510,5 x 10 D. DRIVE GATE GALV F/O,Non-stock item,283.5,40.5,gate
DDG510S,5 x 10 D. DRIVE GATE GALV STRU,Non-stock item,718.06,102.58,gate
DDG512,5 x 12 D. DRIVE GATE GALV F/O,Non-stock item,374.22,53.46,gate
DDG512S,5 x 12 D. DRIVE GATE GALV STRU,Non-stock item,802.48,114.64,gate
DDG58,5 x 8 D. DRIVE GATE GALV F/O,Non-stock item,249.48,35.64,gate
DDG58S,5 x 8 D. DRIVE GATE GALV STRUN,Non-stock item,633.64,90.52,gate
DDG610,6 x 10 D. DRIVE GATE GALV F/O,Non-stock item,306.18,43.74,gate
DDG610S,6 x 10 D. DRIVE GATE GALV STRU,Non-stock item,785.54,112.22,gate
DDG612,6 x 12 D. DRIVE GATE GALV F/O,Non-stock item,340.2,48.6,gate
DDG612S,6 x 12 D. DRIVE GATE GALV STRU,Non-stock item,869.96,124.28,gate
DDG68,6 x 8 D. DRIVE GATE GALV F/O,Non-stock item,272.16,38.88,gate
DDG68S,6 x 8 D. DRIVE GATE GALV STRUN,Non-stock item,701.12,100.16,gate
DECK10,DECK PLANK 10' LONG,Non-stock item,0.0,0.0,other
DECK12,DECK PLANK 12' LONG,Non-stock item,0.0,0.0,other
DECK14,DECK PLANK 14' LONG,Non-stock item,0.0,0.0,other
DECK16,DECK PLANK 16' LONG,Non-stock item,0.0,0.0,other
DECK8,DECK PLANK 8' LONG,Non-stock item,0.0,0.0,other
DELCLIP,DELRIN DECK CLIPS,Non-stock item,0.0,0.0,other
DELGARD ALUMINUM FEN,,Stock item,0.0,0.0,aluminum
DEN44,DENVER 4 x 4 SECTION,Non-stock item,121.53,66.84,section_panel
DEN46,DENVER 4 x 6 SECTION,Non-stock item,173.09,95.2,section_panel
DEN54,DENVER 5 x 4 SECTION,Non-stock item,140.62,77.34,section_panel
DEN56,DENVER 5 x 6 SECTION,Non-stock item,201.02,110.56,section_panel
DEN64,DENVER 6 x 4 SECTION,Non-stock item,151.22,83.17,section_panel
DEN66,DENVER 6 x 6 SECTION,Non-stock item,216.04,118.82,section_panel
DENG43,DENVER GATE 4 x 3 OPEN,Non-stock item,191.84,95.92,gate
DENG44,DENVER GATE 4 x 4 OPEN,Non-stock item,212.8,106.4,gate
DENG45,DENVER GATE 4 x 5 OPEN,Non-stock item,238.78,119.39,gate
DENG53,DENVER GATE 5 x 3 OPEN,Non-stock item,228.8,114.4,gate
DENG54,DENVER GATE 5 x 4 OPEN,Non-stock item,256.46,128.23,gate
DENG55,DENVER GATE 5 x 5 OPEN,Non-stock item,283.84,141.92,gate
DENG63,DENVER GATE 6 x 3 OPEN,Non-stock item,245.04,122.52,gate
DENG64,DENVER GATE 6 x 4 OPEN,Non-stock item,276.74,138.37,gate
DENG65,DENVER GATE 6 x 5 OPEN,Non-stock item,308.72,154.36,gate
Deposit,,Non-stock item,0.0,0.0,labor_charge
DESA,areo estate sroll alum,Non-stock item,0.0,0.0,aluminum
DESC,comm estate sroll alum,Non-stock item,0.0,0.0,aluminum
DESR,resi estate sroll alum,Non-stock item,0.0,0.0,aluminum
DG10H,4' REPLACEMENT HANDLES WOOD PE,Non-stock item,33.8,16.9,wood
DG11,HERCULES CL DIGGER,Non-stock item,57.16,28.58,other
DG12,PERFECTION DIGGER,Non-stock item,140.3,70.15,other
DG19,TAMP BAR 3 3/4 x 5½ x 6',Non-stock item,80.66,40.33,other
DG23,PIN BAR  STEEL,Non-stock item,42.04,21.02,other
DG60,PROMO/ SMALL DIGGERS,Non-stock item,21.64,10.82,other
DHD4,4' DIXHILLS DIAMOND 3/4 #1 T&G,Non-stock item,195.45,129.0,other
DHD5,5' DIXHILLS DIAMOND 3/4 #1 T&G,Non-stock item,305.73,201.78,other
DHD6,6' DIXHILLS DIAMOND 3/4 #1 T&G,Non-stock item,321.82,212.4,other
DHL4,4' DIXHILLS LATTICE 3/4 #1 T&G,Non-stock item,401.52,265.0,other
DHL5,5' DIXHILLS LATTICE 3/4 #1 T&G,Non-stock item,401.52,265.0,other
DHL6,6' DIXHILLS LATTICE 3/4 #1 T&G,Non-stock item,401.52,265.0,other
DHP4,4' DIXHILLS PLAIN 3/4 #1 T&G,Non-stock item,195.45,129.0,other
DHP5,5' DIXHILLS PLAIN 3/4 #1 T&G,Non-stock item,277.94,183.44,other
DHP6,6' DIXHILLS PLAIN 3/4 #1 T&G,Non-stock item,318.18,210.0,other
DHP8,8' DIXHILLS PLAIN 3/4 #1 T&G,Non-stock item,445.45,294.0,other
DIATOP,1 x 8 DIAMOND TOPPER Wood,Non-stock item,167.15,100.29,wood
DIEMOS,BFT DIEMOS  SLIDE GATE OPERATO,Non-stock item,975.38,634.0,gate
discount,,Non-stock item,0.0,0.0,labor_charge
DK410,KENNEL PANEL 4 x 10 STRUNG 1-3,Non-stock item,684.04,97.72,section_panel
DK412,KENNEL PANEL 4 x 12 STRUNG 1-3,Non-stock item,765.24,109.32,section_panel
DK43,KENNEL PANEL 4 x 3 STRUNG 1-3/,Non-stock item,358.96,51.28,section_panel
DK44,KENNEL PANEL 4 x 4 STRUNG 1-3/,Non-stock item,399.56,57.08,section_panel
DK45,KENNEL PANEL 4 x 5 STRUNG 1-3/,Non-stock item,440.16,62.88,section_panel
DK46,KENNEL PANEL 4 x 6 STRUNG 1-3/,Non-stock item,521.64,74.52,section_panel
DK48,KENNEL PANEL 4 x 8 STRUNG 1-3/,Non-stock item,602.84,86.12,section_panel
DK510,KENNEL PANEL 5 x 10 STRUNG 1-3,Non-stock item,761.74,108.82,section_panel
DK512,KENNEL PANEL 5 x 12 STRUNG 1-3,Non-stock item,853.02,121.86,section_panel
DK53,KENNEL PANEL 5 x 3 STRUNG 1-3/,Non-stock item,391.16,55.88,section_panel
DK54,KENNEL PANEL 5 x 4 STRUNG 1-3/,Non-stock item,436.8,62.4,section_panel
DK55,KENNEL PANEL 5 x 5 STRUNG 1-3/,Non-stock item,482.44,68.92,section_panel
DK56,KENNEL PANEL 5 x 6 STRUNG 1-3/,Non-stock item,579.18,82.74,section_panel
DK58,KENNEL PANEL 5 x 8 STRUNG 1-3/,Non-stock item,670.46,95.78,section_panel
DK610,KENNEL PANEL 6 x 10 STRUNG 1-3,Non-stock item,939.4,134.2,section_panel
DK612,KENNEL PANEL 6 x 12 STRUNG 1-3,Non-stock item,1102.92,157.56,section_panel
DK63,KENNEL PANEL 6 x 3 STRUNG 1-3/,Non-stock item,443.66,63.38,section_panel
DK64,KENNEL PANEL 6 x 4 STRUNG 1-3/,Non-stock item,535.22,76.46,section_panel
DK65,KENNEL PANEL 6 x 5 STRUNG 1-3/,Non-stock item,606.34,86.62,section_panel
DK66,KENNEL PANEL 6 x 6 STRUNG 1-3/,Non-stock item,657.02,93.86,section_panel
DK68,KENNEL PANEL 6 x 8 STRUNG 1-3/,Non-stock item,777.28,111.04,section_panel
DK9100,Door king 9100 110v slide gate,Non-stock item,2270.46,1475.8,gate
DK9150,Door king 9150 110v slide gate,Non-stock item,2116.54,1375.75,gate
DKG36,36 IN DOG KENNEL GATE,Non-stock item,188.94,62.98,gate
DKL138,DOG KENNEL LATCH,Non-stock item,7.96,3.98,gate
DLP18,DIAGONAL.LATTICE 1 x 8 PVC,Non-stock item,46.6,20.13,vinyl_pvc
DLP18M,pvc mini lattice panel 1 x 8 w,Non-stock item,30.45,11.25,section_panel
DLP48,DIAGONAL LATTICE PANEL 4 x 8 P,Non-stock item,146.4,80.52,section_panel
DLP48A,DURA LATTICE PANEL 4 x 8 ALM,Non-stock item,161.04,88.57,section_panel
DLP48G,DURA LATTICE PANEL 4 x 8 GRAY,Non-stock item,161.04,88.57,section_panel
DLP48M,pvc mini lattice panel 4 x 8 w,Non-stock item,81.82,45.0,section_panel
DML9LP75,Diablo dml-9-lp probe kit with,Non-stock item,172.38,112.05,post
DNT00026,LINEAR TRANS DNT00026,Non-stock item,30.77,20.0,other
DOR46C,4 x 6 Doria Comm Alum 3/4 x 3/,Non-stock item,231.48,125.0,aluminum
DOR48C,4 x 8 Doria Comm Alum 3/4 x 3/,Non-stock item,231.48,125.0,aluminum
DOR4A,4 x 8 Doria areo alum 1 x 5/8,Non-stock item,0.0,0.0,aluminum
DOR4R,4 x 6 Doria resi. Alum 5/8 4in,Non-stock item,159.26,86.0,aluminum
DOR546CG,54 x 6 Doria Guardian Comm Alu,Non-stock item,231.48,125.0,aluminum
DOR548CG,54 x 8 Doria Guardian Comm Alu,Non-stock item,277.78,150.0,aluminum
DOR54AG,54 x 8 Areo Guard 1 x 5/8 4in,Non-stock item,0.0,0.0,aluminum
DOR54R,54X6 Doria resi guard. alumn 5,Non-stock item,215.33,116.28,aluminum
DOR56C,5 x 6 Doria Comm Alum 3/4 x 3/,Non-stock item,203.7,110.0,aluminum
DOR58C,5 x 8 Doria Comm Alum 3/4 x 3/,Non-stock item,277.78,150.0,aluminum
DOR5A,5 x 8 Doria areo alum 1 x 5/8,Non-stock item,0.0,0.0,aluminum
DOR5R,5 x 6 Doria resi. Alum 5/8 4in,Non-stock item,215.33,116.28,aluminum
DOR66C,6 x 6 Doria Comm Alum 3/4 x 3/,Non-stock item,162.96,88.0,aluminum
DOR68C,6 x 8 Doria Comm Alum 3/4 x 3/,Non-stock item,216.67,117.0,aluminum
DOR6A,6 x 8 Doria areo alum 1 x 5/8,Non-stock item,0.0,0.0,aluminum
DOR6R,6 x 6 Doria resi. Alum 5/8 4in,Non-stock item,243.7,131.6,aluminum
DOVMB,Dover mail box post only,Non-stock item,240.47,132.26,post
DP58,CAPLUG 5/8 PVC WHITE,Non-stock item,3.0,0.15,vinyl_pvc
DPC200,2 x 2 ALUM POST CAP,Non-stock item,7.2,2.52,post
DPC250,2-1/2 x 2-1/2 ALUM POST CAP,Non-stock item,7.54,2.64,post
DPC400,4 x 4 ALUM POST CAP,Non-stock item,16.0,5.6,post
DPC600,6 x 6 ALUM POST CAP,Non-stock item,45.14,15.8,post
DPEP,DECK PLANK END PLUG,Non-stock item,0.0,0.0,other
DPF44,4 x 4 low profile deco post fl,Non-stock item,6.2,1.86,post
DPRG42,2 RAIL DIA. P&R GATE  4' WIDE,Non-stock item,192.82,96.41,gate
DPRG43,3 RAIL DIA. P&R GATE  4' WIDE,Non-stock item,235.1,117.55,gate
DPRG44,4 RAIL DIA. P&R GATE  4' WIDE,Non-stock item,274.04,137.02,gate
DPRG62,2 RAIL DIA. P&R GATE  6' WIDE,Non-stock item,219.3,109.65,gate
DPRG63,3 RAIL DIA. P&R GATE  6' WIDE,Non-stock item,264.44,132.22,gate
DPRG64,4 RAIL DIA. P&R GATE  6' WIDE,Non-stock item,310.4,155.2,gate
DPRG82,2 RAIL DIA. P&R GATE  8' WIDE,Non-stock item,245.78,122.89,gate
DPRG83,3 RAIL DIA. P&R GATE  8' WIDE,Non-stock item,296.28,148.14,gate
DPRG84,4 RAIL DIA. P&R GATE  8' WIDE,Non-stock item,350.16,175.08,gate
DR,40 x 5/8 RESIDENTIAL DROP ROD,Non-stock item,11.73,5.28,gate
DR36,"36 x 1/2"""" resi drop bar",Non-stock item,11.73,5.28,other
DRAWF,Jerith 1x1 adjustable wall fla,Non-stock item,3.62,1.99,aluminum
DRBF200,Jerith alum base flange 2 in,Non-stock item,0.0,0.0,aluminum
DRF100,comm royal finial alum 3/4 pkt,Non-stock item,0.0,0.0,aluminum
DRF158,areo royal finial alum,Non-stock item,0.0,0.0,aluminum
DRF58,Jerith 5/8 resi royal finial a,Non-stock item,0.0,0.0,aluminum
DRG43,4 x 3 resi. alum gate 5/8 pkt,Non-stock item,352.73,194.0,gate
DRG432,4 x 3 resi. alum gate 5/8 pkt,Non-stock item,0.0,0.0,gate
DRG43A,4 x 3 Resi. Arched alum gates,Non-stock item,424.09,233.25,aluminum
DRG43AF,4 x 3 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG44,4 x 4 resi alum gate 5/8 pkt,Non-stock item,723.64,398.0,gate
DRG442,4 x 4 resi alum gate 5/8 pkt,Non-stock item,0.0,0.0,gate
DRG44A,4 x 4 Resi. Arched alum gates,Non-stock item,469.09,258.0,aluminum
DRG44AF,4 x 4 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG45,4 x 5 resi alum gate 5/8 pkt 4,Non-stock item,373.64,205.5,gate
DRG452,4 x 5 resi alum gate 5/8 pkt 2,Non-stock item,0.0,0.0,gate
DRG45A,4 x 5 Resi. Arched alum gates,Non-stock item,529.09,291.0,aluminum
DRG45AF,4 x 5 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG46,4 x 6 resi alum gate 5/8 pkt 4,Non-stock item,403.64,222.0,gate
DRG462,4 x 6 resi alum gate 5/8 pkt 2,Non-stock item,0.0,0.0,gate
DRG46A,4 x 6 Resi. Arched alum gates,Non-stock item,0.0,0.0,aluminum
DRG46AF,4 x 6 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG53,5 x 3 resi. alum gate 5/8 pkt,Non-stock item,369.96,203.48,gate
DRG532,5 x 3 resi. alum gate 5/8 pkt,Non-stock item,0.0,0.0,gate
DRG53A,5 x 3 Resi. Arched alum gates,Non-stock item,450.0,247.5,aluminum
DRG53AF,5 x 3 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG54,5 x 4 resi alum gate 5/8 pkt 4,Non-stock item,369.96,203.48,gate
DRG542,5 x 4 resi alum gate 5/8 pkt 2,Non-stock item,0.0,0.0,gate
DRG543A,54 x 3 Resi. Arched alum gates,Non-stock item,499.09,274.5,aluminum
DRG543AF,54 x 3 Resi. Arched gates w/fi,Non-stock item,0.0,0.0,other
DRG544A,54 x 4 Resi. Arched alum gates,Non-stock item,544.09,299.25,aluminum
DRG544AF,54 x 4 Resi. Arched gates w/fi,Non-stock item,0.0,0.0,other
DRG545A,54 x 5 Resi. Arched alum gates,Non-stock item,606.82,333.75,aluminum
DRG545AF,54 x 5 Resi. Arched gates w/fi,Non-stock item,0.0,0.0,other
DRG546A,54 x 6 Resi. Arched alum gates,Non-stock item,0.0,0.0,aluminum
DRG546AF,54 x 6 Resi. Arched gates w/fi,Non-stock item,0.0,0.0,other
DRG54A,5 x 4 Resi. Arched alum gates,Non-stock item,493.64,271.5,aluminum
DRG54AF,5 x 4 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG55,5 x 5 resi alum gate 5/8 pkt 4,Non-stock item,396.82,218.25,gate
DRG552,5 x 5 resi alum gate 5/8 pkt 2,Non-stock item,0.0,0.0,gate
DRG55A,5 x 5 Resi. Arched alum gates,Non-stock item,557.73,306.75,aluminum
DRG55AF,5 x 5 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG56,5 x 6 resi alum gate 5/8 pkt 4,Non-stock item,425.45,234.0,gate
DRG562,5 x 6 resi alum gate 5/8 pkt 2,Non-stock item,0.0,0.0,gate
DRG56A,5 x 6 Resi. Arched alum gates,Non-stock item,0.0,0.0,aluminum
DRG56AF,5 x 6 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG63,6 x 3 resi alum gate 5/8 pkt 4,Non-stock item,406.36,223.5,gate
DRG632,6 x 3 resi alum gate 5/8 pkt 2,Non-stock item,0.0,0.0,gate
DRG63A,6 x 3 Resi. Arched alum gates,Non-stock item,471.82,259.5,aluminum
DRG63AF,6 x 3 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
DRG64,6 x 4 resi alum gate 5/8 pkt 4,Non-stock item,440.45,242.25,gate
DRG642,6 x 4 resi alum gate 5/8 pkt 2,Non-stock item,0.0,0.0,gate
DRG64A,6 x 4 Resi. Arched alum gates,Non-stock item,525.0,288.75,aluminum
DRG64AF,6 x 4 Resi. Arched gates w/fin,Non-stock item,0.0,0.0,other
