"ItemID","Description","ItemClass","Category","Material","Style","Color","HeightFt","WidthFt","Retail","Cost"
"NOCODE85","VINYL 4 IN.  LT. TENSION BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.65"
"NOCODE86","1-5/8 in TENSION BAND BEVELED","Non-stock item","Other","","","","","","0","0.75"
"NOCODE87","2 in TENSION BAND BEVELED","Non-stock item","Other","","","","","","0","0.8"
"NOCODE88","2-1/2 in TENSION BAND BEVELED","Non-stock item","Other","","","","","","0","0.92"
"NOCODE89","3 in TENSION BAND BEVELED","Non-stock item","Other","","","","","","0","0.9"
"NOCODE90","4 in TENSION BAND BEVELED","Non-stock item","Other","","","","","","0","1.42"
"NOCODE91","6-5/8 in TENSION BAND BEVELED","Non-stock item","Other","","","","","","0","2.51"
"NOCODE92","8-5/8 in TENSION BAND BEVELED","Non-stock item","Other","","","","","","0","3.5"
"NOCODE93","1-5/8 in. BRACE BAND BEVELED","Non-stock item","Other","","","","","","0","0.5"
"NOCODE94","2 in. BRACE BAND BEVELED","Non-stock item","Other","","","","","","0","0.8"
"NOCODE95","2-1/2 in. BRACE BAND BEVELED","Non-stock item","Other","","","","","","0","0.9"
"NOCODE96","3 in. BRACE BAND BEVELED","Non-stock item","Other","","","","","","0","0.92"
"NOCODE97","4 in. BRACE BAND BEVELED","Non-stock item","Other","","","","","","0","1.42"
"NOCODE98","6-5/8 in. BRACE BAND BEVELED","Non-stock item","Other","","","","","","0","2.5"
"NOCODE99","8-5/8 in. BRACE BAND BEVELED","Non-stock item","Other","","","","","","0","2.07"
"NOTCH","NOTCH PKTS","Non-stock item","Other","","","","","","0.56","0.28"
"nsf fee","Service $0.00 $0.00 NSGK NON-SAG KIT FOR WOOD GATES","Non-stock item","Gate","Wood","","","","","10.83","4.33"
"NTR","RAIL NOTCHER","Non-stock item","Rail","","","","","","155.04","77.52"
"NW093A","4"""" Aluminum self closing hing","Non-stock item","Other","Aluminum","","","","","13.33","8.8"
"NW095-BK","5-3/4"""" Aluminum self closing","Non-stock item","Other","Aluminum","","","","","23.33","15.4"
"NW171SCP5","SELF CLOSING ADJUSTABLE STEEL","Non-stock item","Other","","","","","","59.38","17.66"
"NW6068-SSB","GATE LATCH SS W RETURN SPRING","Non-stock item","Gate","","","","","","28.47","15.66"
"NW6255","SLIM LINE SS POST LATCH NW6255","Non-stock item","Latch","","","","","","35.64","23.52"
"OCE4","4 OCEANSIDE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","214.29","150"
"OCE5","5 OCEANSIDE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","250","175"
"OCE6","6 OCEANSIDE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","282.8","197.96"
"OCE8","8 OCEANSIDE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","321.43","225"
"OHH","ORNAMENTAL H HINGE 5 in","Non-stock item","Hinge","","","","","","11.35","4.54"
"OMRONUL325","Omron ul325 reflect photo eye","Non-stock item","Other","","","","","","220","143"
"ONEWAYSIGN","ONE WAY SIGN","Non-stock item","Other","","","","","","37.14","26"
"OPAC46","OPAL 4X6 3/4"""" PKT ALUMINUM","Non-stock item","Other","Aluminum","","","4","6","0","68.72"
"OPAC48","OPAL 4X8 3/4"""" PKT ALUMINUM","Non-stock item","Other","Aluminum","","","4","8","0","89.92"
"OPAC56","OPAL 5'X6 3/4"""" PKT ALUMINUM","Non-stock item","Other","Aluminum","","","5","6","0","0"
"OPAC58","OPAL 5'X8' 3/4"""" PKT ALUMINUM","Non-stock item","Other","Aluminum","","","5","8","0","0"
"OPACG43","OPAL 4X3 WALK GATE 3/4"""" PKT","Non-stock item","Gate","","","","4","3","0","171.99"
"OPACG53","OPAL 5X3 WALK GATE 3/4"""" PKT","Non-stock item","Gate","","","","5","3","0","0"
"OPAR426","OPAL 42""""X6 5/8"""" PKT ALUMINUM","Non-stock item","Other","Aluminum","","","","6","0","48.43"
"OPAR46","OPAL 4'X6 5/8"""" PKT ALUMINUM","Non-stock item","Other","Aluminum","","","4","6","0","49.14"
"OR4","ORIENT 4 x 8 SECTION","Non-stock item","Section","","","","4","8","197.58","92.17"
"OR5","ORIENT 5 x 8 SECTION","Non-stock item","Section","","","","5","8","216.35","102.49"
"OR6","ORIENT 6 x 8 SECTION","Non-stock item","Section","","","","6","8","235.11","112.81"
"ORBSH","8 in ORNA. BOLT AND STRAP HING","Non-stock item","Other","","","","","","34.65","13.86"
"ORG43","ORIENT GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","267.94","108.97"
"ORG44","ORIENT GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","283.62","116.81"
"ORG45","ORIENT GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","300.14","125.07"
"ORG53","ORIENT GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","284.24","117.12"
"ORG54","ORIENT GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","301.32","125.66"
"ORG55","ORIENT GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","320.64","135.32"
"ORG63","ORIENT GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","298.1","124.05"
"ORG64","ORIENT GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","316.58","133.29"
"ORG65","ORIENT GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","338.7","144.35"
"ORIHB7","7 IN BARREL HINGE - per pair","Non-stock item","Hinge","","","","","","65.76","32.88"
"ORPT4A","ORIENT POINT SCAL 4 x 8 SEC","Non-stock item","Section","","","","4","8","211.8","99.99"
"ORPT4B","ORIENT POINT STEP 4 x 8 SECTIO","Non-stock item","Section","","","","4","8","211.8","99.99"
"ORPT4C","ORIENT POINT STR 4 x 8 SECTION","Non-stock item","Section","","","","4","8","211.8","99.99"
"ORPT5A","ORIENT POINT SCAL 5 x 8 SEC","Non-stock item","Section","","","","5","8","230.56","110.31"
"ORPT5B","ORIENT POINT STEP 5 x 8 SECTIO","Non-stock item","Section","","","","5","8","230.56","110.31"
"ORPT5C","ORIENT POINT STR 5 x 8 SECTION","Non-stock item","Section","","","","5","8","230.56","110.31"
"ORPT6A","ORIENT POINT SCAL 6 x 8 SEC","Non-stock item","Section","","","","6","8","249.33","120.63"
"ORPT6B","ORIENT POINT STEP 6 x 8 SECTIO","Non-stock item","Section","","","","6","8","249.33","120.63"
"ORPT6C","ORIENT POINT STR 6 x 8 SECTION","Non-stock item","Section","","","","6","8","249.33","120.63"
"ORPTG43","ORIENT POINT STR GATE 4 x 3 OP","Non-stock item","Gate","","","","4","3","267.94","108.97"
"ORPTG44","ORIENT POINT STR GATE 4 x 4 OP","Non-stock item","Gate","","","","4","4","283.62","116.81"
"ORPTG45","ORIENT POINT STR GATE 4 x 5 OP","Non-stock item","Gate","","","","4","5","300.14","125.07"
"ORPTG53","ORIENT POINT STR GATE 5 x 3 OP","Non-stock item","Gate","","","","5","3","284.24","117.12"
"ORPTG54","ORIENT POINT STR GATE 5 x 4 OP","Non-stock item","Gate","","","","5","4","301.32","125.66"
"ORPTG55","ORIENT POINT STR GATE 5 x 5 OP","Non-stock item","Gate","","","","5","5","320.64","135.32"
"ORPTG63","ORIENT POINT STR GATE 6 x 3 OP","Non-stock item","Gate","","","","6","3","298.1","124.05"
"ORPTG64","ORIENT POINT STR GATE 6 x 4 OP","Non-stock item","Gate","","","","6","4","316.58","133.29"
"ORPTG65","ORIENT POINT STR GATE 6 x 5 OP","Non-stock item","Gate","","","","6","5","338.7","144.35"
"ORSH","8 in ORNA. SCREW AND STRAP HIN","Non-stock item","Other","","","","","","34.65","13.86"
"OSF","ORANGE SAFTEY FENCE 4 x 100' R","Non-stock item","Other","","","","4","10","71.5","35.75"
"OT412","2-1/2X1-3/4X12' OVERHEAD SLIDE","Non-stock item","Other","","","","4","12","275","110"
"overpay","","Charge item","Other","","","","","","0","0"
"OXARCH","OXFORD ARCH","Non-stock item","Other","","","","","","720","396"
"OXFLAT","OXFORD FLAT","Non-stock item","Other","","","","","","390.91","215"
"P11","FENCE PLANK 1 x 1 PVC","Non-stock item","Other","PVC/Vinyl","","","","","0.62","0.34"
"P12","FENCE PLANK 1 x 2 PVC","Non-stock item","Other","PVC/Vinyl","","","","","1.56","0.86"
"P1212","FENCE PLANK 1 x 2 x 12'","Non-stock item","Other","","","","","12","18.76","10.32"
"P12136","FENCE PLANK 1 x 2 x 13' 6","Non-stock item","Other","","","","","3","21.11","11.61"
"P12365","FENCE PLANK 1 x 2 x 36-1/2","Non-stock item","Other","","","","","3","5.47","3.01"
"P12A","FENCE PLANK 1 x 2 PVC ALM","Non-stock item","Other","PVC/Vinyl","","Almond","","","1.72","0.95"
"P12G","FENCE PLANK 1 x 2 PVC GRAY","Non-stock item","Other","PVC/Vinyl","","Gray","","","1.72","0.95"
"P14","FENCE PLANK 1 x 4 PVC","Non-stock item","Other","PVC/Vinyl","","","","4","3.25","1.79"
"P1412","FENCE PLANK 1 x 4 x 12 PVC","Non-stock item","Other","PVC/Vinyl","","","4","12","39.05","21.48"
"P1416","FENCE PLANK 1 x 4 x 16 PVC","Non-stock item","Other","PVC/Vinyl","","","4","4","52.07","28.64"
"P14A","FENCE PLANK 1 x 4 PVC ALM","Non-stock item","Other","PVC/Vinyl","","Almond","","4","3.58","1.97"
"P14G","FENCE PLANK 1 x 4 PVC GRAY","Non-stock item","Other","PVC/Vinyl","","Gray","","4","3.58","1.97"
"P15","FENCE PLANK 1-1/2 x 1-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","","","1.87","1.03"
"P15106","FENCE PLANK 1-1/2 x 1-1/2 x 10","Non-stock item","Other","","","","","10","19.85","10.92"
"P15136","FENCE PLANK 1-1/2 x 1-1/2 x 13","Non-stock item","Other","","","","","","25.47","14.01"
"P15365","FENCE PLANK 1-1/2 x 1-1/2 x 36","Non-stock item","Other","","","","","3","5.73","3.15"
"P15365BLK","FENCE PLANK 1-1/2X1-1/2X36-1/2","Non-stock item","Other","","","","","3","6.45","3.55"
"P15516NE","RIBBED RAIL 1-1/2 x 5-1/2 x 16","Non-stock item","Rail","","","","","5","49.6","27.28"
"P1555","RIBBED RAIL 1-1/2 x 5-1/2  PVC","Non-stock item","Rail","PVC/Vinyl","","","","5","3.04","1.67"
"P155516","RIBBED RAIL 1-1/2 x 5-1/2 x 16","Non-stock item","Rail","","","","","5","48.58","26.72"
"P15558","RIBBED RAIL 1-1/2 x 5-1/2 x 8","Non-stock item","Rail","","","","","8","24.29","13.36"
"P15558NE","RIBBED RAIL 1-1/2 x 5-1/2 x 8","Non-stock item","Rail","","","","","8","25.31","13.92"
"P1555A","RIBBED RAIL 1-1/2 x 5-1/2  PVC","Non-stock item","Rail","PVC/Vinyl","","","","5","3.34","1.84"
"P1555G","RIBBED RAIL 1-1/2 x 5-1/2  PVC","Non-stock item","Rail","PVC/Vinyl","","","","5","3.34","1.84"
"P15A","FENCE PLANK 1-1/2 x 1-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","","","2.06","1.13"
"P15G","FENCE PLANK 1-1/2 x 1-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","","","2.06","1.13"
"P16","FENCE PLANK 1 x 6 PVC","Non-stock item","Other","PVC/Vinyl","","","","6","1.78","0.98"
"P16143","FENCE PLANK 1 x 6 x 14'3","Non-stock item","Other","","","","6","6","25.48","14.01"
"P16166","FENCE PLANK 1 x 6 x 16-1/2","Non-stock item","Other","","","","6","6","29.58","16.27"
"P168","FENCE PLANK 1 x 6 x 8 PVC","Non-stock item","Other","PVC/Vinyl","","","6","8","14.25","7.84"
"P16A","FENCE PLANK 1 x 6 PVC ALM","Non-stock item","Other","PVC/Vinyl","","Almond","","6","1.96","1.08"
"P16G","FENCE PLANK 1 x 6 PVC GRAY","Non-stock item","Other","PVC/Vinyl","","Gray","","6","1.96","1.08"
"P175175","FENCE PLANK 1-3/4 x 1-3/4 PVC","Non-stock item","Other","PVC/Vinyl","","","4","","0","0"
"P17535","FENCE PLANK 1-3/4 x 3-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","4","3","2","1.1"
"P1753512","FENCE PLANK 1-3/4 x 3-1/2 x 12","Non-stock item","Other","","","","4","12","24","13.2"
"P175358","FENCE PLANK 1-3/4 x 3-1/2 x 8","Non-stock item","Other","","","","4","8","16","8.8"
"P17535A","FENCE PLANK 1-3/4 x 3-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","4","3","2.2","1.21"
"P17535G","FENCE PLANK 1-3/4 x 3-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","4","3","2.2","1.21"
"P235","FENCE PLANK 2 x 3-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","","3","1.73","0.95"
"P23512","FENCE PLANK 2 x 3-1/2 PVC GRAY","Non-stock item","Other","PVC/Vinyl","","Gray","","3","20.73","11.4"
"P23516","FENCE PLANK 2 x 3-1/2 x 16 PVC","Non-stock item","Other","PVC/Vinyl","","","","3","27.64","15.2"
"P2356","FENCE PLANK 2 x 3-1/2 x 6 PVC","Non-stock item","Other","PVC/Vinyl","","","","6","10.36","5.7"
"P2358","FENCE PLANK 2 x 3-1/2 x 8 PVC","Non-stock item","Other","PVC/Vinyl","","","","8","13.82","7.6"
"P235A","FENCE PLANK 2 x 3-1/2 PVC ALM","Non-stock item","Other","PVC/Vinyl","","Almond","","3","1.9","1.05"
"P235G","FENCE PLANK 2 x 3-1/2 PVC GRAY","Non-stock item","Other","PVC/Vinyl","","Gray","","3","1.9","1.05"
"P26","FENCE PLANK 2 x 6 PVC","Non-stock item","Other","PVC/Vinyl","","","","6","3.49","1.92"
"P2612","RIBBED RAIL 2 x 6 x 12 PVC","Non-stock item","Rail","PVC/Vinyl","","","6","12","41.89","23.04"
"P2616","RIBBED RAIL 2 x 6 x 16 PVC","Non-stock item","Rail","PVC/Vinyl","","","6","6","55.85","30.72"
"P2616NE","RIBBED RAIL 2 x 6 x 16 PVC","Non-stock item","Rail","PVC/Vinyl","","","6","6","55.85","30.72"
"P268","RIBBED RAIL 2 x 6 x 8 PVC","Non-stock item","Rail","PVC/Vinyl","","","6","8","27.93","15.36"
"P268NE","RIBBED RAIL 2 x 6 x 8 notched","Non-stock item","Rail","","","","6","8","28.95","15.92"
"P26A","FENCE PLANK 2 x 6 PVC ALM","Non-stock item","Other","PVC/Vinyl","","Almond","","6","3.84","2.11"
"P26G","FENCE PLANK 2 x 6 PVC GRAY","Non-stock item","Other","PVC/Vinyl","","Gray","","6","3.84","2.11"
"P27","RIBBED SLOT RAIL 2 x 7 pvc per","Non-stock item","Rail","PVC/Vinyl","","","","","3.38","1.86"
"P2712NE","RIBBED SLOT RAIL 2 x 7 x 12 PV","Non-stock item","Rail","","","","7","12","61.6","22.88"
"P2712NEA","RIBBED SLOT RAIL 2 x 7 x 12 no","Non-stock item","Rail","","","","7","12","65.66","25.11"
"P276NE","Ribbed Slotted 2x7x6' Notched","Non-stock item","Other","","","","","6","41.31","11.72"
"P278","RIBBED SLOT RAIL 2 x 7 x 8 PVC","Non-stock item","Rail","PVC/Vinyl","","","7","8","48.07","15.44"
"P278NE","RIBBED SLOT RAIL 2 x 7 x 8 not","Non-stock item","Rail","","","","7","8","48.07","15.44"
"P278NEA","RIBBED SLOT RAIL 2 x 7 x 8 not","Non-stock item","Rail","","","","7","8","50.78","16.93"
"P278NEX","RIBBED SLOT RAIL 2 x 7X8 pvc c","Non-stock item","Rail","PVC/Vinyl","","","7","8","29.38","16.16"
"P27A","SLOT RIB 2 x 7 PVC almond colo","Non-stock item","Other","PVC/Vinyl","","Almond","","","3.72","2.05"
"P27G","SLOT RIB 2 x 7 PVC gray color","Non-stock item","Other","PVC/Vinyl","","Gray","","","3.72","2.05"
"P27X","RIBBED SLOT RAIL 2 x 7 PVC CO-","Non-stock item","Rail","PVC/Vinyl","","","","","3.55","1.95"
"P75150","FENCE PLANK 3/4 x 1-1/2 PVC","Non-stock item","Other","PVC/Vinyl","","","4","","1.36","0.75"
"P75750","FENCE PLANK 3/4X3/4","Non-stock item","Other","","","","4","3","0","0"
"P783","FENCE PLANK 7/8 x 3 PVC","Non-stock item","Other","PVC/Vinyl","","","8","3","1.13","0.62"
"P783106","FENCE PLANK 7/8 x 3 x 10","Non-stock item","Other","","","","8","10","11.95","6.57"
"P783136","FENCE PLANK 7/8 x 3 x 13'6","Non-stock item","Other","","","","8","3","15.33","8.43"
"P783A","FENCE PLANK 7/8 x 3 PVC ALM","Non-stock item","Other","PVC/Vinyl","","Almond","8","3","1.24","0.68"
"P783G","FENCE PLANK 7/8 x 3 PVC GRAY","Non-stock item","Other","PVC/Vinyl","","Gray","8","3","1.24","0.68"
"PA45","Post Adapter 45 degree angle P","Non-stock item","Other","","","","","","7.14","3"
"PAC3","PACIFIC 3 x 6 SECTION","Non-stock item","Section","","","","3","6","84.16","46.29"
"PAC4","PACIFIC 4 x 6 SECTION","Non-stock item","Section","","","","4","6","93.65","51.51"
"PAC42","PACIFIC 42 x 6 SECTION","Non-stock item","Section","","","","","6","89.29","49.11"
"PACD3","PACIFIC DIAMOND 3 x 6 SECTION","Non-stock item","Section","","","","3","6","81.93","45.06"
"PACD4","PACIFIC DIAMOND 4 x 6 SECTION","Non-stock item","Section","","","","4","6","90.56","49.81"
"PACD42","PACIFIC DIAMOND 42 x 6 SECTION","Non-stock item","Section","","","","","6","86.56","47.61"
"PACDG33","PACIFIC DIAM GATE 3 x 3 OPEN","Non-stock item","Gate","","","","3","3","142.04","71.02"
"PACDG34","PACIFIC DIAM GATE 3 x 4 OPEN","Non-stock item","Gate","","","","3","4","152.04","76.02"
"PACDG35","PACIFIC DIAM GATE 3 x 5 OPEN","Non-stock item","Gate","","","","3","5","160.34","80.17"
"PACDG423","PACIFIC DIAM GATE 42 x 3 OPEN","Non-stock item","Gate","","","","","3","146.8","73.4"
"PACDG424","PACIFIC DIAM GATE 42 x 4 OPEN","Non-stock item","Gate","","","","","4","157.54","78.77"
"PACDG425","PACIFIC DIAM GATE 42 x 5 OPEN","Non-stock item","Gate","","","","","5","168.26","84.13"
"PACDG43","PACIFIC DIAM GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","151.56","75.78"
"PACDG44","PACIFIC DIAM GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","163.02","81.51"
"PACDG45","PACIFIC DIAM GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","174.5","87.25"
"PACG33","PACIFIC GATE 3 x 3 OPEN","Non-stock item","Gate","","","","3","3","143.2","71.6"
"PACG34","PACIFIC GATE 3 x 4 OPEN","Non-stock item","Gate","","","","3","4","153.6","76.8"
"PACG35","PACIFIC GATE 3 x 5 OPEN","Non-stock item","Gate","","","","3","5","162.3","81.15"
"PACG423","PACIFIC GATE 42 x 3 OPEN","Non-stock item","Gate","","","","","3","148.18","74.09"
"PACG424","PACIFIC GATE 42 x 4 OPEN","Non-stock item","Gate","","","","","4","159.38","79.69"
"PACG425","PACIFIC GATE 42 x 5 OPEN","Non-stock item","Gate","","","","","5","170.58","85.29"
"PACG43","PACIFIC GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","153.14","76.57"
"PACG44","PACIFIC GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","165.14","82.57"
"PACG45","PACIFIC GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","177.14","88.57"
"PAINT","10 OZ. TOUCH AND TONE SPRAY","Non-stock item","Other","","","","","","14.2","6.39"
"PARA4","PARAMOUNT 6 1/2"""" x 6 1/2 x 46","Non-stock item","Other","","","","","6","1290.91","710"
"PARA5","PARAMOUNT 6 1/2"""" x 6 1/2 x 58","Non-stock item","Other","","","","","6","1436.36","790"
"parts","","Non-stock item","Other","","","","","","0","0"
"PBAR325","3-1/4X3-1/4X8 ALUM P-BAR SUPPO","Non-stock item","Other","Aluminum","","","4","8","47.79","27.72"
"PBAR6","P-BAR ALUM 1-3/4 x 3-1/2 x 6 .","Non-stock item","Other","Aluminum","","","4","6","19.24","11.16"
"PBAR8","P-BAR ALUM 1-3/4 x 3-1/2 x 8 .","Non-stock item","Other","Aluminum","","","4","8","25.66","14.88"
"PC150","PICKET CAP 1-1/2 x 1-1/2 PVC w","Non-stock item","Cap","PVC/Vinyl","","","","","4.89","0.44"
"PC150A","PICKET CAP 1-1/2 x 1-1/2 PVC A","Non-stock item","Cap","PVC/Vinyl","","","","","5","0.45"
"PC150G","PICKET CAP 1-1/2 x 1-1/2 PVC G","Non-stock item","Cap","PVC/Vinyl","","","","","5","0.45"
"PC16","PICKET CAP 1 x 6 PVC","Non-stock item","Cap","PVC/Vinyl","","","","6","19.44","1.75"
"PC16A","PICKET CAP 1 x 6 PVC ALM","Non-stock item","Cap","PVC/Vinyl","","Almond","","6","21.39","1.93"
"PC16G","PICKET CAP 1 x 6 PVC GRAY","Non-stock item","Cap","PVC/Vinyl","","Gray","","6","21.39","1.93"
"PC350G","GOTHIC POST CAP 3-1/2 x 3-1/2","Non-stock item","Cap","","","","","3","14.57","4.37"
"PC350GA","GOTHIC POST CAP 3-1/2 x 3-1/2","Non-stock item","Cap","","","","","3","16.02","4.81"
"PC350GG","GOTHIC POST CAP 3-1/2 x 3-1/2","Non-stock item","Cap","","","","","3","16.02","4.81"
"PC350N","NEW ENGLAND CAP 3-1/2 x 3-1/2","Non-stock item","Cap","","","","","3","12.07","3.5"
"PC350NA","NEW ENGLAND CAP 3-1/2 x 3-1/2","Non-stock item","Cap","","","","","3","13.28","3.85"
"PC350NG","NEW ENG CAP 3-1/2 x 3-1/2 GRAY","Non-stock item","Cap","","","Gray","","3","13.28","3.85"
"PC350T","TRADITION POST CAP 3-1/2 x 3-1","Non-stock item","Cap","","","","","3","11.08","1.44"
"PC350TA","TRAD. POST CAP 3-1/2X3-1/2 ALM","Non-stock item","Cap","","","Almond","","3","12.18","1.58"
"PC350TG","TRAD. POST CAP 3-1/2X3-1/2 GRA","Non-stock item","Cap","","","","","3","12.18","1.58"
"PC44F","FEDERATION CAP 4 x 4","Non-stock item","Cap","","","","4","4","10.83","3.25"
"PC44FA","Federation Post Cap 4x4 Almond","Non-stock item","Cap","","","Almond","4","4","11.17","3.58"
"PC44FAD","Federation Post Cap 4x4 Adobe","Non-stock item","Cap","","","Adobe","4","4","11.68","3.74"
"PC44FG","Federation Post Cap 4x4 Gray c","Non-stock item","Cap","","","Gray","4","4","11.17","3.58"
"PC44G","GOTHIC POST CAP 4 x 4","Non-stock item","Cap","","","","4","4","7.17","2.15"
"PC44GA","GOTHIC POST CAP 4X4 Almond","Non-stock item","Cap","","","Almond","4","4","7.88","2.37"
"PC44GAD","GOTHIC POST CAP 4x4 Adobe","Non-stock item","Cap","","","Adobe","4","4","8.24","2.47"
"PC44GG","GOTHIC POST CAP 4 x 4 GRAY","Non-stock item","Cap","","","Gray","4","4","7.88","2.37"
"PC44N","NEW ENGLAND CAP 4 x 4 #1039","Non-stock item","Cap","","","","4","4","6.03","1.75"
"PC44NA","NEW ENGLAND CAP 4 x 4 ALM","Non-stock item","Cap","","","Almond","4","4","6.64","1.93"
"PC44NAD","NEW ENGLAND CAP 4x4 Adobe","Non-stock item","Cap","","","Adobe","4","4","6.94","2.01"
"PC44NG","NEW ENGLAND CAP 4 x 4 GRAY","Non-stock item","Cap","","","Gray","4","4","6.64","1.93"
"PC44T","TRADITIONAL POST CAP 4 x 4","Non-stock item","Cap","","","","4","4","5.85","0.76"
"PC44TA","TRADITIONAL POST CAP 4X4 ALM","Non-stock item","Cap","","","Almond","4","4","6.43","0.84"
"PC44TAD","TRADITIONAL POST CAP 4X4 ADOBE","Non-stock item","Cap","","","Adobe","4","4","6.72","0.87"
"PC44TG","TRADITIONAL POST CAP 4X4 GRAY","Non-stock item","Cap","","","Gray","4","4","6.43","0.84"
"PC44V","NANTUCKET CAP 4X4 #1233","Non-stock item","Cap","","","","4","4","9","2.61"
